Product ,Product Synonym,Combination,Route,Dose Form,Dose Qualification,Strength,Unit of Presentation,Immediate Packaging,Pack Size,Outer Packaging,Manufacturer,Brand,UC1,"UC2 
(Product)","UC3 
(Route)","UC4 
(form)","UC5 
(qualification)",UC6 (strength),"UC7 
(unit)",UC8 (immediate),"UC9 
(pack size)",UC10 (outer),UC11 (manufacturer),UC12 (brand),RxNav,WHO EML Product,WHO EML Item,NZULM,NZULM item,UNSPSC,,,,,,,,,,,,,
Therapeutic Food,"Ready-to-Use Therapeutic Food, RUTF",,Oral,Paste,,500kcal,92g,Sachet,,,,eeZeePaste,,,,,,,,,,,,,,,,,,42231819
Therapeutic Milk,,,Oral,Powder for reconstitution,,0.75kcal per mL,102.5g,Sachet,,,,F-75,,,,,,,,,,,,,,,,,,42231817
Therapeutic Milk,,,Oral,Powder for reconstitution,,1kcal per mL,114g,Sachet,,,,F-100,,,,,,,,,,,,,,,,,,42231817
Thiamine,Vitamin B1,,Oral,Tablet,,50mg,,,,,,,933f3f00,47ebe523,f8808600,6bb53100,,6560b4bf,,,,,,,10454,27,27,10035171000116104,10035191000116100,51191909,,,,,,,,,,,,,
Timolol,,,Eye,Drop,,0.25%,5mL,,,,,,933f3f00,61c5d25a,0e833000,e0d53300,,658294bf,a2f6ee00,,,,,,10600,21.4,21.4,10063181000116107,"10063381000116105, 10680431000116101, 45213421000116103",51263136,,,,,,,,,,,,,
Timolol,,,Eye,Drop,,0.5%,5mL,,,,,,933f3f00,61c5d25a,0e833000,e0d53300,,656604bf,a7f1f900,,,,,,10600,21.4,21.4,10063181000116107,"10680301000116102, 10063291000116101, 45213671000116102",51263136,,,,,,,,,,,,,
Tioguanine,Thioguanine,,Oral,Tablet,,40mg,,,,,,,933f3f00,0ac56303,29ab2a00,3fc54500,,654404bf,,,,,,,10485,8.2.1,8.2.1,10368501000116100,10368521000116107,51111665,,,,,,,,,,,,,
Training Model,,,,,,Arm Subcutaneous Implant,,,,,,,77fcbb00,7cd635629,,,,52251a62,,,,,,,,,,,,42301501,,,,,,,,,,,,,
Tranexamic Acid,,,Parenteral,Solution,,100mg per mL, 10mL,,,,,,933f3f00,d0e483ee,9ba2f400,26ecd800,,b0383b00,65c144bf,,,,,,10691,"10.2, 22.5","10.2, 22.5",10230411000116101,"10230641000116102, 43915991000116101",51131811,,,,,,,,,,,,,
Trastuzumab,,,Parenteral,Powder for reconstitution,,150mg,,,,,,,933f3f00,62c7df6d,f1a21200,c5808d00,,65e6e4bf,,,,,,,224905,8.2.2,8.2.2,10318351000116107,10318461000116104,51111717,,,,,,,,,,,,,
Trastuzumab,,,Parenteral,Powder for reconstitution,,400mg,,,,,,,933f3f00,62c7df6d,f1a21200,c5808d00,,1ca24554,,,,,,,224905,8.2.2,,10318351000116107,,51111717,,,,,,,,,,,,,
Tretinoin,"ATRA, All-Trans Tetinoic Acid",,Oral,Capsule,,10mg,,,,,,,933f3f00,e79bbe61,5d85e700,eb1b9900,,36e4c4bf,,,,,,,10753,8.2.2,8.2.2,10023701000116108,10699571000116105,51191923,,,,,,,,,,,,,
Triclabendazole,,,Oral,Tablet,,250mg,,,,,,,933f3f00,3217b037,8beff800,f5aedb00,,64ca94bf,,,,,,,2118525,6.1.3,6.1.3,,,51451606,,,,,,,,,,,,,
Trimethoprim,,,Oral,Suspension,,10mg per mL,5mL,,,,,,933f3f00,60729a62,c3be3200,67ac2d00,,f1911c00,6620a4bf,,,,,,10829,6.2.1,,10682411000116108,46921251000116103,51285203,,,,,,,,,,,,,
Trimethoprim,,,Oral,Tablet,,100mg,,,,,,,933f3f00,60729a62,c3be3200,c18e3c00,,663d84bf,,,,,,,10829,6.2.1,,10682411000116108,10689551000116104,51285203,,,,,,,,,,,,,
Trimethoprim,,,Oral,Tablet,,200mg,,,,,,,933f3f00,60729a62,c3be3200,c18e3c00,,665a34bf,,,,,,,10829,6.2.1,,10682411000116108,,51285203,,,,,,,,,,,,,
Tropicamide,,,Eye,Drop,,0.5%,0.5mL,,,,,,933f3f00,327df6eb,92e40f00,71ee9600,,6603d4bf,7707bf00,,,,,,10869,14.1,14.1,10449641000116105,10449661000116106,51551606,,,,,,,,,,,,,
Tuberculin PPD,"Mantoux, Tuberculin Purified Protein Derivative",,Parenteral,Solution,,50TU per mL,1mL,,,,,,933f3f00,64a4e4bf,112b0e00,d5d59900,,33c1f800,c638db00,,,,,,10908,19.1,,10691581000116108,10691851000116101,51201651,,,,,,,,,,,,,
Tuberculin PPD,"Mantoux, Tuberculin Purified Protein Derivative",,Parenteral,Solution,,50TU per mL,5mL,,,,,,933f3f00,64a4e4bf,112b0e00,d5d59900,,33c1f800,fa203200,,,,,,10908,19.1,,10691581000116108,,51201651,,,,,,,,,,,,,
UNFPA Consumable Kit for Contraceptive Implants Insertion or Removal,,,,,,Standard,,,,,,,77fcbb00,ad73d65c3,,,,46d38a62,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Dignity Kit,,,,,,Women with Disability (WWD),,,,,,,77fcbb00,5b5c29e4e,,,,7e428a62,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Dignity Kit,,,,,,Standard,,,,,,,77fcbb00,5b5c29e4e,,,,eaa2aa62,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,0 Administration Training Supplies,,,,,,,77fcbb00,802ebeaa,,,,f2f89000,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,1 Condoms,,,,,,,77fcbb00,802ebeaa,,,,40f51300,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,10 Vacuum Extraction Delivery,,,,,,,77fcbb00,802ebeaa,,,,32c65400,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,11 Referral Level Kit for Reproductive Health,,,,,,,77fcbb00,802ebeaa,,,,49d9842e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,11A Referral Level Kit for Reproductive Health Reusable Equipment,,,,,,,77fcbb00,802ebeaa,,,,7e67742e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,11B Referral Level Kit for Reproductive Health Drugs and Disposable Equipment,,,,,,,77fcbb00,802ebeaa,,,,b26e342e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,12 Blood Transfusion,,,,,,,77fcbb00,802ebeaa,,,,e1e8342e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,1A Condoms Male,,,,,,,77fcbb00,802ebeaa,,,,dd9bc700,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,1B Condoms Female,,,,,,,77fcbb00,802ebeaa,,,,36a76e00,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,2 Clean Delivery,,,,,,,77fcbb00,802ebeaa,,,,1e0e1100,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,2A Clean Delivery Individual,,,,,,,77fcbb00,802ebeaa,,,,a97d742e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,2B Clean Delivery Birth Attendant,,,,,,,77fcbb00,802ebeaa,,,,dd7b542e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,3 Post Rape Treatment,,,,,,,77fcbb00,802ebeaa,,,,088a142e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,4 Oral and Injectable Contraception,,,,,,,77fcbb00,802ebeaa,,,,e0cb8a00,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,5 Treatment of Sexually Transmitted Infections,,,,,,,77fcbb00,802ebeaa,,,,383e142e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,6 Clinical Delivery Assistance,,,,,,,77fcbb00,802ebeaa,,,,93e42500,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,6A Clinical Delivery Assistance Reusable Equipment,,,,,,,77fcbb00,802ebeaa,,,,bca6342e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,6B Clinical Delivery Assistance Drugs and Disposable Equipment,,,,,,,77fcbb00,802ebeaa,,,,756e542e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,7 Intrauterine Devices (IUDs),,,,,,,77fcbb00,802ebeaa,,,,ae11242e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,8 Management of Miscarriage and Complications of Abortion,,,,,,,77fcbb00,802ebeaa,,,,e1d4a42e,,,,,,,,,,,,,,,,,,,,,,,,,
UNFPA Reproductive Health Kit,"UNFPA RH Kit, Reproductive Health Kit",,,,,9 Suture of Tears and Vaginal Examination,,,,,,,77fcbb00,802ebeaa,,,,1193e42e,,,,,,,,,,,,,,,,,,,,,,,,,
Urea,,,Topical,Cream,,5%,100g,,,,,,933f3f00,1f3b9b3c,0bab0100,09e1c000,,66e944bf,4e941100,,,,,,11002,13.4,13.4,20065631000116102,,13101904,,,,,,,,,,,,,
Urea,,,Topical,Cream,,10%,100g,,,,,,933f3f00,1f3b9b3c,0bab0100,09e1c000,,66f494bf,f9669000,,,,,,11002,13.4,13.4,20065631000116102,20013081000116106,13101904,,,,,,,,,,,,,
Urea,,,Topical,Ointment,,5%,100g,,,,,,933f3f00,1f3b9b3c,0bab0100,5cf98300,,66ef44bf,6c61e100,,,,,,11002,13.4,13.4,20065631000116102,,13101904,,,,,,,,,,,,,
Urea,,,Topical,Ointment,,10%,100g,,,,,,933f3f00,1f3b9b3c,0bab0100,5cf98300,,66f994bf,265b6f00,,,,,,11002,13.4,13.4,20065631000116102,,13101904,,,,,,,,,,,,,
Valganciclovir,,,Oral,Tablet,,450mg,,,,,,,933f3f00,cf6f0432,6a7e3a00,5d8c1500,,6710f4bf,,,,,,,275891,6.4.3,6.4.3,10722601000116106,10722621000116104,51342308,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Oral,Solution,,40mg per mL,300mL,,,,,,933f3f00,2458cea3,a18e8400,6f311e00,,4d087600,672614bf,,,,,,11118,"5, 24.2.2",5,29577391000116108,10262621000116101,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Oral,Tablet,Crushable,100mg,,,,,,,933f3f00,2458cea3,a18e8400,2e033700,,6720d4bf,,,,,,,11118,"5, 24.2.2",,29577391000116108,10262781000116106,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Oral,Tablet,Enteric-coated,200mg,,,,,,,933f3f00,2458cea3,a18e8400,2e033700,2e445hy6,672964bf,,,,,,,11118,"5, 24.2.2",24.2.2,29577391000116108,10262701000116103,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Oral,Tablet,Enteric-coated,500mg,,,,,,,933f3f00,2458cea3,a18e8400,2e033700,,672d04bf,,,,,,,11118,"5, 24.2.2",24.2.2,29577391000116108,10262531000116100,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Parenteral,Powder for reconstitution,,400mg,,,,,,,933f3f00,2458cea3,f8788800,,,a6a5b200,,,,,,,11118,"5, 24.2.2",,29577391000116108,10262861000116106,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Parenteral,Solution,,100mg per mL,10mL,,,,,,933f3f00,2458cea3,f8788800,b9dd6100,,40caa000,671bc4bf,,,,,,11118,"5, 24.2.2",5,29577391000116108,45050321000116101,51141531,,,,,,,,,,,,,
Valproic Acid,"Sodium Valproate, Valproate Sodium",,Parenteral,Solution,,100mg per mL,4mL,,,,,,933f3f00,2458cea3,f8788800,b9dd6100,,40caa000,671694bf,,,,,,11118,"5, 24.2.2",5,29577391000116108,,51141531,,,,,,,,,,,,,
Vancomycin,,,Parenteral,Powder for reconstitution,,250mg,,,,,,,933f3f00,6d2d18eb,46552b00,0f0b4200,,66fe94bf,,,,,,,11124,6.2.2,6.2.2,10405721000116101,,51282702,,,,,,,,,,,,,
Vecuronium,,,Parenteral,Powder for reconstitution,,10mg,,,,,,,933f3f00,ba8cc591,ce04fd00,b5c3cc00,,6708b4bf,,,,,,,71535,20,20,24314771000116108,10484491000116106,51152004,,,,,,,,,,,,,
Verapamil,,,Oral,Tablet,Immediate-release,40mg,,,,,,,933f3f00,6331f543,ca50a600,dec4d100,a44cc9fe3,673c04bf,,,,,,,11170,"12.1, 12.2","12.1, 12.2",10158801000116101,10158911000116109,51431609,,,,,,,,,,,,,
Verapamil,,,Oral,Tablet,Immediate-release,80mg,,,,,,,933f3f00,6331f543,ca50a600,dec4d100,a44cc9fe3,673f04bf,,,,,,,11170,"12.1, 12.2","12.1, 12.2",10158801000116101,10159031000116106,51431609,,,,,,,,,,,,,
Verapamil,,,Parenteral,Solution,,2.5mg per mL,2mL,,,,,,933f3f00,6331f543,40835f00,f3ae1a00,,f3bee300,673914bf,,,,,,11170,"12.1, 12.2",12.2,10158801000116101,10354951000116105,51431609,,,,,,,,,,,,,
Vinblastine,,,Parenteral,Powder for reconstitution,,10mg,,,,,,,933f3f00,3fa0e1a9,fbd45000,76854a00,,673004bf,,,,,,,11198,8.2.1,8.2.1,10696281000116104,,51111766,,,,,,,,,,,,,
Vincristine,,,Parenteral,Powder for reconstitution,,1mg,,,,,,,933f3f00,fdf2abcc,e9b6e500,ec4e1400,,673324bf,,,,,,,11202,8.2.1,8.2.1,10496901000116100,45228171000116109,51111767,,,,,,,,,,,,,
Vincristine,,,Parenteral,Powder for reconstitution,,5mg,,,,,,,933f3f00,fdf2abcc,e9b6e500,ec4e1400,,673614bf,,,,,,,11202,8.2.1,8.2.1,10496901000116100,,51111767,,,,,,,,,,,,,
Vinorelbine,,,Parenteral,Solution,,10mg per mL,1mL,,,,,,933f3f00,41f185be,e26d2e00,d97c7500,,e73d6400,6741f4bf,,,,,,39541,8.2.1,8.2.1,10456961000116106,10727111000116103,51111772,,,,,,,,,,,,,
Vinorelbine,,,Parenteral,Solution,,10mg per mL,5mL,,,,,,933f3f00,41f185be,e26d2e00,d97c7500,,e73d6400,674534bf,,,,,,39541,8.2.1,8.2.1,10456961000116106,20008161000116108,51111772,,,,,,,,,,,,,
Warfarin,,,Oral,Tablet,,0.5mg,,,,,,,933f3f00,4e634a22,928f3900,6c151800,,675a24bf,,,,,,,11289,10.2,10.2,10194111000116109,,51131604,,,,,,,,,,,,,
Warfarin,,,Oral,Tablet,,1mg,,,,,,,933f3f00,4e634a22,928f3900,6c151800,,675d44bf,,,,,,,11289,10.2,10.2,10194111000116109,10194381000116101,51131604,,,,,,,,,,,,,
Warfarin,,,Oral,Tablet,,2mg,,,,,,,933f3f00,4e634a22,928f3900,6c151800,,676054bf,,,,,,,11289,10.2,10.2,10194111000116109,10194131000116103,51131604,,,,,,,,,,,,,
Warfarin,,,Oral,Tablet,,3mg,,,,,,,933f3f00,4e634a22,928f3900,6c151800,,4800543e,,,,,,,11289,10.2,10.2,10194111000116109,10429571000116100,51131604,,,,,,,,,,,,,
Warfarin,,,Oral,Tablet,,5mg,,,,,,,933f3f00,4e634a22,928f3900,6c151800,,676354bf,,,,,,,11289,10.2,10.2,10194111000116109,10194301000116109,51131604,,,,,,,,,,,,,
Water for Injection,,,Parenteral,Liquid,,,10mL,,,,,,933f3f00,1ea47879,aa298200,45aa3d00,,,675694bf,,,,,,107129,,,10474511000116105,10474621000116100,51191605,,,,,,,,,,,,,
Water for Injection,,,Parenteral,Liquid,,,2mL,,,,,,933f3f00,1ea47879,aa298200,45aa3d00,,,674b54bf,,,,,,107129,,,10474511000116105,45427471000116103,51191605,,,,,,,,,,,,,
Water for Injection,,,Parenteral,Liquid,,,5mL,,,,,,933f3f00,1ea47879,aa298200,45aa3d00,,,674e44bf,,,,,,107129,,,10474511000116105,10474701000116102,51191605,,,,,,,,,,,,,
Whole Blood,,,Parenteral,Liquid,,,450mL,,,,,,933f3f00,674844bf,73d40c00,97529f00,,,12e2e600,,,,,,,11.1,,,,41132007,,,,,,,,,,,,,
Xylometazoline,,,Nasal,Spray,,0.05%,10mL,,,,,,933f3f00,6f72387f,d1bf7b00,ba0c5200,,6766a4bf,ed56fe00,,,,,,39841,28,28,10502671000116107,10502941000116106,51162747,,,,,,,,,,,,,
Zidovudine,"ZDV, AZT",,Oral,Capsule,,100mg,,,,,,,933f3f00,02ac6c47,274d5c00,c626af00,,6773e4bf,,,,,,,11413,6.4.2.1,,10620951000116108,10621061000116104,51343116,,,,,,,,,,,,,
Zidovudine,"ZDV, AZT",,Oral,Capsule,,250mg,,,,,,,933f3f00,02ac6c47,274d5c00,c626af00,,6776f4bf,,,,,,,11413,6.4.2.1,6.4.2.1,10620951000116108,44035971000116101,51343116,,,,,,,,,,,,,
Zidovudine,"ZDV, AZT",,Oral,Solution,,10mg per mL,200mL,,,,,,933f3f00,02ac6c47,274d5c00,aaa6b600,,1d11c900,6770b4bf,,,,,,11413,6.4.2.1,,10620951000116108,10621141000116104,51343116,,,,,,,,,,,,,
Zidovudine,"ZDV, AZT",,Oral,Tablet,,300mg,,,,,,,933f3f00,02ac6c47,274d5c00,ea02a100,,677a04bf,,,,,,,11413,6.4.2.1,6.4.2.1,10620951000116108,,51343116,,,,,,,,,,,,,
Zidovudine,"ZDV, AZT",,Parenteral,Solution,,10mg per mL,20mL,,,,,,933f3f00,02ac6c47,e541cd00,cacd6800,,bad68b00,676cd4bf,,,,,,11413,6.4.2.1,6.4.2.1,10620951000116108,10620971000116101,51343116,,,,,,,,,,,,,
Zinc Sulfate,,,Oral,Tablet,Dispersible,20mg,,,,,,,933f3f00,5d4cf661,d55ae000,c70e2300,ef072200,677cf4bf,,,,,,,39954,"17.5, 17.5.2","17.5, 17.5.2",20064091000116107,,,,,,,,,,,,,,,
COVID-19 vaccine [viral vector],,,Parenteral,Suspension,AZD1222 [ChAdOX1-S] (AstraZeneca),1 x 10^11 vp per mL,4mL,Vial,8 doses,,,,933f3f00,3ab9c2c3e,ca6b457e2,8ea7a1bb7,a60328624,1d2ae3ed7,b9ec893e5,e4ad4604f,8b75169b9,,,,2479831,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [viral vector],,,Parenteral,Suspension,AZD1222 [ChAdOX1-S] (AstraZeneca),1 x 10^11 vp per mL,5mL,Vial,10 doses,,,,933f3f00,3ab9c2c3e,ca6b457e2,8ea7a1bb7,a60328624,1d2ae3ed7,99cbab488,b9948cd18,ac6cbab3c,,,,2479831,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [viral vector],,,Parenteral,Suspension,,1 x 10^11 vp per mL,2.5mL,Vial,5 doses,,,,933f3f00,3ab9c2c3e,ca6b457e2,8ea7a1bb7,74d966d9e,4bdc32026,62a23619b,617a76ef9,14ec334e4,,,,2479831,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [viral vector],,,Parenteral,Suspension,Gam-COVID-Vac [Sputnik V] (Gamaleya),2 x 10^11 vp per mL,3mL,Vial,5 doses,,,,933f3f00,3ab9c2c3e,ca6b457e2,8ea7a1bb7,85d44350b,8465f8970,54c566d6b,8c1615989,4bacb5cbd,,,,2479831,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [mRNA-based],Tozinameran,,Parenteral,Suspension,BNT162b2 [Tris/Sucrose Presentation] (Pfizer/BioNTech) Ready To Use,30mcg per 0.3mL dose,2.25mL,Vial,6 doses,,,,933f3f00,11c672231,a52316e87,235c18bc5,6ka0a68rq,zg10c351j,95b89q2y5,5ec96b214,31y89s2a5,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [mRNA-based],Tozinameran,,Parenteral,Suspension,BNT162b2 [Tris/Sucrose Presentation] (Pfizer/BioNTech) Dilute To Use,10mcg per 0.2mL dose,1.3mL,Vial,10 doses (Orange Cap),,,,933f3f00,11c672231,a52316e87,235c18bc5,5g90ah84d,yf09b240h,94a88r1z4,5ec96b214,30x88r1z4,,,,2468231,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [mRNA-based],Tozinameran,,Parenteral,Suspension,BNT162b2 [Tozinameran] (Pfizer/BioNTech),0.1mg per mL,0.45mL,Vial,6 doses,,,,933f3f00,11c672231,a52316e87,235c18bc5,d4b6cb716,3fd9b240c,54c8891b4,5ec96b214,ada637fd6,,,,2468231,,,47407191000116100,47407241000116100,,,,,,,,,,,,,,,,
COVID-19 vaccine [mRNA-based],,,Parenteral,Suspension,mRNA-1273 (Moderna),0.2mg per mL,5mL,Vial,11 doses,,,,933f3f00,11c672231,a52316e87,235c18bc5,2f99e94d1,cc578c833,765b31d17,be5ac1c73,78a1ad526,,,,2468231
COVID-19 vaccine [mRNA-based],,,Parenteral,Suspension,mRNA-1273 (Moderna),0.2mg per mL,7.5mL,Vial,15 doses,,,,933f3f00,11c672231,a52316e87,235c18bc5,2f99e94d1,cc578c833,bbc37dc67,3694a9911,c56b7b834,,,,2468231
COVID-19 vaccine [mRNA-based],,,Parenteral,Suspension,Pfizer-BioNtec,0.2ml per 10dose,7.5mL,Vial,10 doses (Orange Cap),,,,933f3f00,11c672231,a52316e87,235c18bc5,5g90ah84d,yf09b240h,94a88r1z4,,30x88r1z4,,,,2468231
COVID-19 vaccine [inactivated virus],,,Parenteral,Suspension,Sinovac (Vero Cell),,0.5mL,,,,,,933f3f00,b1ab0664f,f3664828e,fcaed62ec,9eea0ae0e,,14ec334e5,,,,,,,,,,,,,,,,,,,,,,,,,,
COVID-19 vaccine [inactivated virus],,,Parenteral,Suspension,BBIBP-CorV (Sinopharm Beijing),,0.5mL,Pre-filled syringe,1 dose,,,,933f3f00,b1ab0664f,f3664828e,fcaed62ec,7b4668493,,a6ea839b7,149c11856,1f495d5c3
Diphtheria/Tetanus Vaccine,DT,,Parenteral,Suspension,,2IU/20IU,0.5mL,Pre-filled syringe,,,,,933f3f00,4e6a681d,55549b499,fe4cc6977,,2f39a2abc,43858641a,3d2698b25,,,,,1007589,19.3,19.3,20031481000116109,10019601000116109,51201629,,,,,,,,,,,,,,,
Diphtheria/Tetanus Vaccine,DT,,Parenteral,Suspension,,30IU/40IU per dose,0.5mL,Ampoule,,,,,933f3f00,4e6a681d,55549b499,fe4cc6977,,f9467177e,58d696122,0ce43e365,,,,,1007589,19.3,19.3,20031481000116109,,51201629,,,,,,,,,,,,,,,
Diphtheria/Tetanus Vaccine,DT,,Parenteral,Suspension,,30IU/40IU per dose,5mL,Vial,10 doses,,,,933f3f00,4e6a681d,55549b499,fe4cc6977,,f9467177e,2b421ad8c,5f982d0cb,246f85e9,,,,1007589,19.3,19.3,20031481000116109,,51201629,,,,,,,,,,,,,,,
Diphtheria/Tetanus Vaccine,DT,,Parenteral,Suspension,,30IU/40IU per dose,10mL,Vial,20 doses,,,,933f3f00,4e6a681d,55549b499,fe4cc6977,,f9467177e,f81954a66,4e7b63987,c4198a592,,,,1007589,19.3,19.3,20031481000116109,,51201629,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis Vaccine,DTPa,,Parenteral,Suspension,,30IU/40IU/25mcg with 25mcg filamentous haemagglutinin and 8mcg pertactin,0.5mL,Pre-filled syringe,,,,Infanrix,933f3f00,5d73d12ed,cf4a9f61d,24958e8eb,,6b9711565,d96cbd2ca,51d9dcce1,,,,,1007584,19.3,19.3,20054171000116103,46094421000116105,51202101,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis Vaccine,DTPa,,Parenteral,Suspension,,2IU/20IU/8mcg with 8mcg filamentous haemagglutinin and 2.5mcg pertactin,0.5mL,Pre-filled syringe,,,,Boostrix,933f3f00,5d73d12ed,cf4a9f61d,24958e8eb,,9372f41cb,edcc7b825,c341ef485,,,,,1007584,19.3,19.3,20054171000116103,10101081000116102,51202101,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis Vaccine,DTPa,,Parenteral,Suspension,,"2IU/20IU/2.5mcg with 5mcg filamentous haemagglutinin, 3mcg pertactin and 5mcg pertussis fimbriae types 2 and 3",0.5mL,Vial,,,,Adacel,933f3f00,5d73d12ed,cf4a9f61d,24958e8eb,,4cdf47ee8,7dd6e8f7c,33299d13a,,,,,1007584,19.3,19.3,20054171000116103,10017071000116100,51202101,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis/Inactivated Poliovirus Vaccine,DTPa-IPV,,Parenteral,Suspension,,"2IU/20IU/2.5mcg with 5mcg filamentous haemagglutinin, 3mcg pertactin and 5mcg pertussis fimbriae types 2 and 3/40 D-antigen units inactivated poliovirus type 1 (Mahoney), 8 D-antigen units inactivated poliovirus type 2 (MEF-1), 32 D-antigen units inactivated poliovirus type 3 (Saukett)",0.5mL,Vial,,,,Adacel Polio,933f3f00,ab12218e3,74d5f6cc9,59a91d125,,76d1d41c1,3356b27c9,31cc56fa7,,,,,1607802,19.3,19.3,3.11436E+16,44198951000116100,,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis/Inactivated Poliovirus Vaccine,DTPa-IPV,,Parenteral,Suspension,,"2IU/20IU/2.5mcg with 5mcg filamentous haemagglutinin, 3mcg pertactin and 5mcg pertussis fimbriae types 2 and 3/40 D-antigen units inactivated poliovirus type 1 (Mahoney), 8 D-antigen units inactivated poliovirus type 2 (MEF-1), 32 D-antigen units inactivated poliovirus type 3 (Saukett)",0.5mL,Pre-filled syringe,,,,Adacel Polio,933f3f00,ab12218e3,74d5f6cc9,59a91d125,,76d1d41c1,3356b27c9,d52e8c95e,,,,,1607802,19.3,19.3,3.11436E+16,10017201000116100,,,,,,,,,,,,,,,,
Diphtheria/Tetanus/Pertussis/Inactivated Poliovirus Vaccine,DTPa-IPV,,Parenteral,Suspension,,"2IU/20IU/8mcg with 8mcg filamentous haemagglutinin and 2.5mcg pertactin/40 D-antigen units inactivated poliovirus type 1 (Mahoney), 8 D-antigen units inactivated poliovirus type 2 (MEF-1), 32 D-antigen units inactivated poliovirus type 3 (Saukett)",0.5mL,Pre-filled syringe,,,,Boostrix IPV,933f3f00,ab12218e3,74d5f6cc9,59a91d125,,2a4d33899,680af1c1e,653cd2e9d,,,,,1657884,19.3,19.3,3.11436E+16,44121701000116104,,,,,,,,,,,,,,,,
